,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Date,Team,Opponent
1914,Junior Stanislas,19.0,eng ENG,FW,28-309,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,10/01/2018,Bournemouth,Crystal Palace
1915,Ryan Fraser,24.0,sco SCO,LM,24-219,90,1,0,0,0,1,0,3,2,0,0,0,0,7,0,0,,10/01/2018,Bournemouth,Crystal Palace
1916,Lewis Cook,16.0,eng ENG,CM,21-240,90,0,0,0,1,0,0,1,3,1,0,0,0,8,0,1,0.0,10/01/2018,Bournemouth,Crystal Palace
1917,Jefferson Lerma,8.0,co COL,CM,23-341,90,1,0,0,2,2,0,0,5,1,1,0,0,14,2,1,66.7,10/01/2018,Bournemouth,Crystal Palace
1918,David Brooks,20.0,wal WAL,RM,21-085,57,1,0,0,1,1,0,1,0,2,0,0,0,5,0,0,,10/01/2018,Bournemouth,Crystal Palace
1919,Dan Gosling,4.0,eng ENG,RM,28-242,33,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0.0,10/01/2018,Bournemouth,Crystal Palace
1920,Adam Smith,15.0,eng ENG,LB,27-155,90,0,0,0,0,1,0,1,1,2,0,0,0,3,0,0,,10/01/2018,Bournemouth,Crystal Palace
1921,Nathan AkÃ©,5.0,nl NED,CB,23-225,90,0,0,0,1,2,0,0,1,0,0,0,0,9,3,0,100.0,10/01/2018,Bournemouth,Crystal Palace
1922,Steve Cook,3.0,eng ENG,CB,27-165,90,0,0,0,0,0,0,0,3,0,0,0,0,11,2,1,66.7,10/01/2018,Bournemouth,Crystal Palace
1923,Simon Francis,2.0,eng ENG,RB,33-227,90,0,0,0,0,1,0,1,1,2,0,0,0,12,1,1,50.0,10/01/2018,Bournemouth,Crystal Palace
1924,Asmir BegoviÄ,27.0,ba BIH,GK,31-103,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,10/01/2018,Bournemouth,Crystal Palace
1925,Jordan Ayew,14.0,gh GHA,FW,27-020,81,0,0,0,1,1,0,0,0,4,0,0,0,3,0,3,0.0,10/01/2018,Crystal Palace,Bournemouth
1926,Alexander SÃ¸rloth,9.0,no NOR,FW,22-300,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.0,10/01/2018,Crystal Palace,Bournemouth
1927,Wilfried Zaha,11.0,ci CIV,LW,25-325,90,0,0,0,0,0,1,1,0,2,0,0,0,6,0,0,,10/01/2018,Crystal Palace,Bournemouth
1928,Andros Townsend,10.0,eng ENG,RW,27-077,90,1,0,0,1,0,0,7,0,1,0,0,0,3,0,0,,10/01/2018,Crystal Palace,Bournemouth
1929,James McArthur,18.0,sco SCO,CM,30-359,76,0,0,0,2,0,1,1,0,0,0,0,0,7,2,1,66.7,10/01/2018,Crystal Palace,Bournemouth
1930,Jeffrey Schlupp,15.0,gh GHA,CM,25-282,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,10/01/2018,Crystal Palace,Bournemouth
1931,Luka MilivojeviÄ,4.0,rs SRB,CM,27-177,90,0,0,0,3,3,0,0,2,2,0,0,0,13,1,0,100.0,10/01/2018,Crystal Palace,Bournemouth
1932,Max Meyer,7.0,de GER,CM,23-013,83,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,,10/01/2018,Crystal Palace,Bournemouth
1933,Cheikhou KouyatÃ©,8.0,sn SEN,CM,28-284,7,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,100.0,10/01/2018,Crystal Palace,Bournemouth
1934,Patrick van Aanholt,3.0,nl NED,LB,28-033,90,0,0,0,1,1,0,1,1,0,0,0,0,10,0,0,,10/01/2018,Crystal Palace,Bournemouth
1935,Mamadou Sakho,12.0,fr FRA,CB,28-230,90,1,0,0,1,1,0,0,2,1,0,1,0,15,1,0,100.0,10/01/2018,Crystal Palace,Bournemouth
1936,James Tomkins,5.0,eng ENG,CB,29-186,90,1,0,0,2,1,0,0,3,2,0,0,0,9,1,1,50.0,10/01/2018,Crystal Palace,Bournemouth
1937,Aaron Wan-Bissaka,29.0,eng ENG,RB,20-309,90,0,0,0,0,0,0,0,3,0,0,0,0,15,0,2,0.0,10/01/2018,Crystal Palace,Bournemouth
1938,Wayne Hennessey,13.0,wal WAL,GK,31-250,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,10/01/2018,Crystal Palace,Bournemouth
1939,Glenn Murray,17.0,eng ENG,FW,35-010,90,0,0,0,1,2,1,2,1,0,0,0,0,6,2,0,100.0,10/05/2018,Brighton,West Ham
1940,Alireza Jahanbakhsh,16.0,ir IRN,LW,25-055,70,1,0,0,2,0,1,0,1,0,0,0,0,4,0,0,,10/05/2018,Brighton,West Ham
1941,JosÃ© Izquierdo,19.0,co COL,LW,26-090,20,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,100.0,10/05/2018,Brighton,West Ham
1942,Solly March,20.0,eng ENG,FW,24-077,85,0,0,0,3,1,1,2,0,0,0,0,0,9,0,0,,10/05/2018,Brighton,West Ham
1943,JÃ¼rgen Locadia,9.0,nl NED,FW,24-332,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0.0,10/05/2018,Brighton,West Ham
1944,Anthony Knockaert,11.0,fr FRA,RW,26-319,90,0,0,0,0,0,0,2,1,0,0,0,0,10,0,0,,10/05/2018,Brighton,West Ham
1945,Beram Kayal,7.0,il ISR,DM,30-156,90,1,0,0,2,2,0,1,3,4,0,0,0,11,0,0,,10/05/2018,Brighton,West Ham
1946,Davy PrÃ¶pper,24.0,nl NED,DM,27-033,79,0,0,0,1,0,1,1,0,1,0,0,0,4,0,0,,10/05/2018,Brighton,West Ham
1947,Yves Bissouma,8.0,ml MLI,DM,22-036,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,10/05/2018,Brighton,West Ham
1948,GaÃ«tan Bong,3.0,cm CMR,LB,30-163,90,0,0,0,0,1,0,0,2,0,0,0,0,17,0,1,0.0,10/05/2018,Brighton,West Ham
1949,Lewis Dunk,5.0,eng ENG,CB,26-318,90,0,0,0,1,0,0,0,1,1,0,0,0,8,1,0,100.0,10/05/2018,Brighton,West Ham
1950,Shane Duffy,4.0,ie IRL,CB,26-277,90,1,0,0,1,0,0,0,2,0,0,0,0,11,1,1,50.0,10/05/2018,Brighton,West Ham
1951,Bruno,2.0,es ESP,RB,38-004,90,0,0,0,0,0,1,0,2,4,0,0,0,5,1,0,100.0,10/05/2018,Brighton,West Ham
1952,Mathew Ryan,1.0,au AUS,GK,26-180,90,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,,10/05/2018,Brighton,West Ham
1953,Marko ArnautoviÄ,7.0,at AUT,FW,29-169,90,1,0,0,2,2,1,2,0,0,0,0,0,4,0,2,0.0,10/05/2018,West Ham,Brighton
1954,Felipe Anderson,8.0,br BRA,"LW,AM",25-173,90,0,0,0,0,1,0,3,0,1,0,0,0,5,0,0,,10/05/2018,West Ham,Brighton
1955,Andriy Yarmolenko,20.0,ua UKR,RW,28-347,69,0,0,0,1,1,0,3,0,0,0,0,0,3,0,0,,10/05/2018,West Ham,Brighton
1956,Lucas PÃ©rez,27.0,es ESP,FW,30-025,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,10/05/2018,West Ham,Brighton
1957,Pedro Obiang,14.0,gq EQG,AM,26-192,59,0,0,0,0,0,0,0,1,3,0,0,0,4,0,0,,10/05/2018,West Ham,Brighton
1958,Michail Antonio,30.0,eng ENG,"RW,LW",28-191,31,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,,10/05/2018,West Ham,Brighton
1959,Mark Noble,16.0,eng ENG,"AM,DM",31-150,82,0,0,0,1,2,0,1,0,0,0,0,0,4,0,0,,10/05/2018,West Ham,Brighton
1960,Robert Snodgrass,11.0,sco SCO,DM,31-028,8,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,10/05/2018,West Ham,Brighton
1961,Declan Rice,41.0,eng ENG,DM,19-264,90,0,0,0,1,0,0,0,0,0,0,0,0,20,2,1,66.7,10/05/2018,West Ham,Brighton
1962,Arthur Masuaku,26.0,cd COD,LB,24-332,90,0,0,0,1,1,0,1,2,1,0,0,0,12,0,0,,10/05/2018,West Ham,Brighton
1963,Issa Diop,23.0,fr FRA,CB,21-269,90,0,0,0,0,1,0,0,0,0,0,0,0,17,2,0,100.0,10/05/2018,West Ham,Brighton
1964,FabiÃ¡n Balbuena,4.0,py PAR,CB,27-043,90,0,0,0,0,1,0,0,0,0,0,0,0,13,0,2,0.0,10/05/2018,West Ham,Brighton
1965,Pablo Zabaleta,5.0,ar ARG,RB,33-262,90,0,0,0,1,3,0,3,2,0,0,0,0,9,0,1,0.0,10/05/2018,West Ham,Brighton
1966,Åukasz FabiaÅski,1.0,pl POL,GK,33-170,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,10/05/2018,West Ham,Brighton
1967,Wilfried Zaha,11.0,ci CIV,FW,25-330,90,0,0,0,0,3,0,1,0,0,0,0,0,5,0,0,,10/06/2018,Crystal Palace,Wolves
1968,Jordan Ayew,14.0,gh GHA,FW,27-025,71,0,0,0,3,1,0,1,1,2,0,0,0,2,0,1,0.0,10/06/2018,Crystal Palace,Wolves
1969,Cheikhou KouyatÃ©,8.0,sn SEN,"RM,FW",28-289,19,1,0,0,2,1,0,0,0,1,0,0,0,4,0,0,,10/06/2018,Crystal Palace,Wolves
1970,Jeffrey Schlupp,15.0,gh GHA,LM,25-287,81,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,50.0,10/06/2018,Crystal Palace,Wolves
1971,Alexander SÃ¸rloth,9.0,no NOR,"FW,LM",22-305,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,10/06/2018,Crystal Palace,Wolves
1972,James McArthur,18.0,sco SCO,CM,30-364,62,1,0,0,4,1,0,0,0,2,0,0,0,8,0,0,,10/06/2018,Crystal Palace,Wolves
1973,Max Meyer,7.0,de GER,CM,23-018,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,10/06/2018,Crystal Palace,Wolves
1974,Luka MilivojeviÄ,4.0,rs SRB,CM,27-182,90,0,0,0,1,1,0,3,1,2,0,0,0,15,1,0,100.0,10/06/2018,Crystal Palace,Wolves
1975,Andros Townsend,10.0,eng ENG,"RM,FW,LM",27-082,90,0,0,0,0,2,1,3,0,0,0,0,0,3,0,1,0.0,10/06/2018,Crystal Palace,Wolves
1976,Patrick van Aanholt,3.0,nl NED,LB,28-038,90,1,0,0,0,3,0,3,2,1,0,0,0,13,0,0,,10/06/2018,Crystal Palace,Wolves
1977,Mamadou Sakho,12.0,fr FRA,CB,28-235,90,0,0,0,0,1,0,0,0,1,0,0,0,25,1,0,100.0,10/06/2018,Crystal Palace,Wolves
1978,James Tomkins,5.0,eng ENG,CB,29-191,90,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,10/06/2018,Crystal Palace,Wolves
1979,Aaron Wan-Bissaka,29.0,eng ENG,RB,20-314,90,0,0,0,0,0,0,3,0,2,0,0,0,7,0,0,,10/06/2018,Crystal Palace,Wolves
1980,Wayne Hennessey,13.0,wal WAL,GK,31-255,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,10/06/2018,Crystal Palace,Wolves
1981,RaÃºl JimÃ©nez,9.0,mx MEX,FW,27-154,75,0,0,0,1,0,1,1,0,0,0,0,0,2,0,1,0.0,10/06/2018,Wolves,Crystal Palace
1982,Ivan Cavaleiro,7.0,pt POR,"FW,AM",24-353,15,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,,10/06/2018,Wolves,Crystal Palace
1983,Diogo Jota,18.0,pt POR,AM,21-306,86,0,0,0,2,2,0,1,0,2,0,0,0,8,0,0,,10/06/2018,Wolves,Crystal Palace
1984,Adama TraorÃ©,37.0,es ESP,AM,22-254,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,10/06/2018,Wolves,Crystal Palace
1985,HÃ©lder Costa,10.0,pt POR,AM,24-267,83,0,0,0,1,3,0,3,1,0,0,0,0,2,0,0,,10/06/2018,Wolves,Crystal Palace
1986,Romain SaÃ¯ss,27.0,ma MAR,FW,28-194,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,10/06/2018,Wolves,Crystal Palace
1987,RÃºben Neves,8.0,pt POR,DM,21-207,90,0,0,0,0,2,0,0,3,2,0,0,0,16,0,0,,10/06/2018,Wolves,Crystal Palace
1988,JoÃ£o Moutinho,28.0,pt POR,DM,32-028,90,1,0,0,1,1,0,0,1,1,0,0,0,14,1,0,100.0,10/06/2018,Wolves,Crystal Palace
1989,Jonny Castro,19.0,es ESP,WB,24-217,90,1,0,0,3,1,0,0,2,3,0,0,0,12,0,0,,10/06/2018,Wolves,Crystal Palace
1990,Matt Doherty,2.0,ie IRL,WB,26-263,90,0,0,0,1,0,0,1,1,2,0,0,0,15,1,1,50.0,10/06/2018,Wolves,Crystal Palace
1991,Willy Boly,15.0,ci CIV,CB,27-245,90,0,0,0,0,1,0,0,2,0,0,0,0,11,1,0,100.0,10/06/2018,Wolves,Crystal Palace
1992,Conor Coady,16.0,eng ENG,CB,25-223,90,1,0,0,1,1,0,0,3,0,0,0,0,11,0,0,,10/06/2018,Wolves,Crystal Palace
1993,Ryan Bennett,5.0,eng ENG,CB,28-214,90,0,0,0,0,0,0,0,4,1,0,0,0,10,1,1,50.0,10/06/2018,Wolves,Crystal Palace
1994,Rui PatrÃ­cio,11.0,pt POR,GK,30-233,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,10/06/2018,Wolves,Crystal Palace
1995,Andre Gray,18.0,eng ENG,FW,27-102,54,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0.0,10/06/2018,Watford,Bournemouth
1996,Isaac Success,10.0,ng NGA,"LW,FW",22-272,36,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,100.0,10/06/2018,Watford,Bournemouth
1997,Troy Deeney,9.0,eng ENG,"FW,AM",30-099,90,0,0,0,2,2,1,1,0,0,0,0,0,5,8,7,53.3,10/06/2018,Watford,Bournemouth
1998,Roberto Pereyra,37.0,ar ARG,"LM,DM",27-272,73,0,0,0,1,1,0,0,0,0,0,0,0,9,0,0,,10/06/2018,Watford,Bournemouth
1999,Gerard Deulofeu,7.0,es ESP,DM,24-207,17,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,,10/06/2018,Watford,Bournemouth
2000,Will Hughes,19.0,eng ENG,RM,23-172,54,0,0,0,1,0,0,0,1,1,0,0,0,3,0,0,,10/06/2018,Watford,Bournemouth
2001,Adrian Mariappa,6.0,jm JAM,"CB,RM",32-003,36,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,100.0,10/06/2018,Watford,Bournemouth
2002,Abdoulaye DoucourÃ©,16.0,fr FRA,DM,25-278,90,1,0,0,1,0,0,1,2,3,0,0,0,8,0,1,0.0,10/06/2018,Watford,Bournemouth
2003,Ãtienne Capoue,29.0,fr FRA,"DM,RM,CB",30-087,90,0,0,0,0,2,0,0,2,2,0,0,0,12,2,0,100.0,10/06/2018,Watford,Bournemouth
2004,JosÃ© Holebas,25.0,gr GRE,LB,34-101,90,1,0,0,2,0,0,5,1,2,0,0,0,9,1,1,50.0,10/06/2018,Watford,Bournemouth
2005,Christian Kabasele,27.0,be BEL,CB,27-224,31,1,1,1,2,0,0,0,0,0,0,0,0,2,0,0,,10/06/2018,Watford,Bournemouth
2006,Craig Cathcart,15.0,nir NIR,CB,29-242,90,1,0,0,1,0,0,1,1,1,0,0,0,9,0,0,,10/06/2018,Watford,Bournemouth
2007,Kiko FemenÃ­a,21.0,es ESP,RB,27-246,90,0,0,0,0,2,0,3,1,1,0,0,0,9,0,0,,10/06/2018,Watford,Bournemouth
2008,Ben Foster,26.0,eng ENG,GK,35-186,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,10/06/2018,Watford,Bournemouth
2009,Callum Wilson,13.0,eng ENG,FW,26-221,90,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,,10/06/2018,Bournemouth,Watford
2010,Joshua King,17.0,no NOR,FW,26-264,90,0,0,0,0,2,1,2,1,1,1,0,0,4,1,1,50.0,10/06/2018,Bournemouth,Watford
2011,Ryan Fraser,24.0,sco SCO,LW,24-224,65,0,0,0,0,0,1,2,0,0,0,0,0,3,0,1,0.0,10/06/2018,Bournemouth,Watford
2012,Junior Stanislas,19.0,eng ENG,LW,28-314,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,10/06/2018,Bournemouth,Watford
2013,David Brooks,20.0,wal WAL,RW,21-090,69,0,0,0,1,1,0,0,1,0,0,0,0,9,1,0,100.0,10/06/2018,Bournemouth,Watford
2014,Dan Gosling,4.0,eng ENG,RW,28-247,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10/06/2018,Bournemouth,Watford
2015,Lewis Cook,16.0,eng ENG,CM,21-245,77,0,0,0,1,1,0,0,0,0,0,0,0,11,0,0,,10/06/2018,Bournemouth,Watford
2016,Andrew Surman,6.0,eng ENG,CM,32-047,13,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0.0,10/06/2018,Bournemouth,Watford
2017,Jefferson Lerma,8.0,co COL,CM,23-346,90,0,0,0,0,3,0,0,2,2,0,0,0,13,4,4,50.0,10/06/2018,Bournemouth,Watford
2018,Adam Smith,15.0,eng ENG,LB,27-160,90,0,0,0,1,2,0,1,1,0,0,0,0,4,0,1,0.0,10/06/2018,Bournemouth,Watford
2019,Nathan AkÃ©,5.0,nl NED,CB,23-230,90,0,0,0,0,0,0,0,1,2,0,0,0,6,3,0,100.0,10/06/2018,Bournemouth,Watford
2020,Steve Cook,3.0,eng ENG,CB,27-170,90,0,0,0,1,1,0,0,1,0,0,0,0,5,2,4,33.3,10/06/2018,Bournemouth,Watford
2021,Simon Francis,2.0,eng ENG,RB,33-232,90,0,0,0,3,0,0,3,2,2,0,0,0,12,1,1,50.0,10/06/2018,Bournemouth,Watford
2022,Asmir BegoviÄ,27.0,ba BIH,GK,31-108,90,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,,10/06/2018,Bournemouth,Watford
2023,Sam Vokes,9.0,wal WAL,FW,28-350,89,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0.0,10/06/2018,Burnley,Huddersfield
2024,MatÄj Vydra,27.0,cz CZE,FW,26-158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10/06/2018,Burnley,Huddersfield
2025,Ashley Barnes,10.0,eng ENG,FW,28-341,60,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,,10/06/2018,Burnley,Huddersfield
2026,Chris Wood,11.0,nz NZL,FW,26-303,30,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0.0,10/06/2018,Burnley,Huddersfield
2027,Aaron Lennon,25.0,eng ENG,LW,31-173,90,0,0,0,0,2,0,3,1,0,0,0,0,1,0,0,,10/06/2018,Burnley,Huddersfield
2028,JÃ³hann Berg GuÃ°mundsson,7.0,is ISL,RW,27-344,90,0,0,0,0,0,0,4,2,2,0,0,0,8,0,0,,10/06/2018,Burnley,Huddersfield
2029,Jack Cork,4.0,eng ENG,CM,29-103,90,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,,10/06/2018,Burnley,Huddersfield
2030,Ashley Westwood,18.0,eng ENG,CM,28-188,72,0,0,0,1,0,0,1,1,2,0,0,0,5,0,0,,10/06/2018,Burnley,Huddersfield
2031,Jeff Hendrick,13.0,ie IRL,CM,26-248,18,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,,10/06/2018,Burnley,Huddersfield
2032,Charlie Taylor,3.0,eng ENG,LB,25-018,90,0,0,0,1,2,0,0,1,0,0,0,0,13,0,0,,10/06/2018,Burnley,Huddersfield
2033,Ben Mee,6.0,eng ENG,CB,29-013,90,1,0,0,1,2,0,0,1,0,0,0,0,9,0,0,,10/06/2018,Burnley,Huddersfield
2034,James Tarkowski,5.0,eng ENG,CB,25-321,90,0,0,0,1,1,1,0,1,0,0,0,0,12,1,0,100.0,10/06/2018,Burnley,Huddersfield
2035,Matthew Lowton,2.0,eng ENG,RB,29-119,90,1,0,0,2,0,0,3,1,2,0,0,0,15,0,0,,10/06/2018,Burnley,Huddersfield
2036,Joe Hart,20.0,eng ENG,GK,31-170,90,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,,10/06/2018,Burnley,Huddersfield
2037,Laurent Depoitre,20.0,be BEL,FW,29-303,58,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,,10/06/2018,Huddersfield,Burnley
2038,Isaac Mbenza,18.0,be BEL,"LW,FW",22-212,32,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,,10/06/2018,Huddersfield,Burnley
2039,Rajiv van La Parra,17.0,nl NED,LW,27-124,58,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,,10/06/2018,Huddersfield,Burnley
2040,Steve MouniÃ©,24.0,bj BEN,"FW,LW",24-007,32,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0.0,10/06/2018,Huddersfield,Burnley
2041,Aaron Mooy,10.0,au AUS,RW,28-021,90,0,0,0,0,1,0,5,0,0,0,0,0,13,0,0,,10/06/2018,Huddersfield,Burnley
2042,Alex Pritchard,21.0,eng ENG,AM,25-156,90,0,0,0,1,1,0,4,0,0,0,0,0,9,0,0,,10/06/2018,Huddersfield,Burnley
2043,Jonathan Hogg,6.0,eng ENG,CM,29-304,90,0,0,0,3,1,0,0,3,0,0,0,0,21,0,0,,10/06/2018,Huddersfield,Burnley
2044,Philip Billing,8.0,dk DEN,CM,22-117,90,0,0,0,1,1,0,2,0,1,0,0,0,9,1,0,100.0,10/06/2018,Huddersfield,Burnley
2045,Chris LÃ¶we,15.0,de GER,LB,29-173,85,0,0,0,0,0,0,6,0,0,0,0,0,17,0,0,,10/06/2018,Huddersfield,Burnley
2046,Florent Hadergjonaj,33.0,xk KVX,LB,24-067,5,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,,10/06/2018,Huddersfield,Burnley
2047,Christopher Schindler,26.0,de GER,CB,28-160,90,0,0,0,1,0,0,0,0,1,0,0,0,17,0,0,,10/06/2018,Huddersfield,Burnley
2048,Mathias JÃ¸rgensen,25.0,dk DEN,CB,28-166,90,1,0,0,1,2,0,0,2,0,0,0,0,12,0,0,,10/06/2018,Huddersfield,Burnley
2049,Erik Durm,37.0,de GER,RB,26-147,90,0,0,0,1,0,0,6,1,1,0,0,0,14,1,0,100.0,10/06/2018,Huddersfield,Burnley
2050,Jonas LÃ¶ssl,1.0,dk DEN,GK,29-247,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,10/06/2018,Huddersfield,Burnley
2051,Jamie Vardy,9.0,eng ENG,FW,31-268,90,0,0,0,1,2,3,1,0,0,0,0,0,3,1,1,50.0,10/06/2018,Leicester City,Everton
2052,James Maddison,10.0,eng ENG,"AM,LM",21-317,79,0,0,0,1,1,1,1,1,0,0,0,0,8,0,1,0.0,10/06/2018,Leicester City,Everton
2053,Rachid Ghezzal,31.0,dz ALG,LM,26-150,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,10/06/2018,Leicester City,Everton
2054,Kelechi Iheanacho,8.0,ng NGA,AM,22-003,66,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,50.0,10/06/2018,Leicester City,Everton
2055,Marc Albrighton,11.0,eng ENG,RM,28-322,24,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,10/06/2018,Leicester City,Everton
2056,Ricardo Pereira,14.0,pt POR,"AM,RB",25-000,85,0,0,0,1,1,1,0,0,1,0,0,0,9,0,1,0.0,10/06/2018,Leicester City,Everton
2057,Shinji Okazaki,20.0,jp JPN,RB,32-173,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10/06/2018,Leicester City,Everton
2058,Wilfred Ndidi,25.0,ng NGA,"DM,CM",21-294,90,0,0,0,1,1,0,1,0,2,0,0,0,12,0,1,0.0,10/06/2018,Leicester City,Everton
2059,Nampalys Mendy,24.0,fr FRA,"DM,CM",26-105,90,0,0,0,1,2,0,0,4,0,0,0,0,12,0,1,0.0,10/06/2018,Leicester City,Everton
2060,Ben Chilwell,3.0,eng ENG,LB,21-289,90,1,0,0,2,3,0,2,5,0,0,0,0,13,1,3,25.0,10/06/2018,Leicester City,Everton
2061,Harry Maguire,15.0,eng ENG,CB,25-215,90,0,0,0,0,0,0,0,3,0,0,0,0,8,3,0,100.0,10/06/2018,Leicester City,Everton
2062,Wes Morgan,5.0,jm JAM,"CB,DM",34-258,62,1,1,1,3,0,0,0,1,0,0,0,0,7,0,2,0.0,10/06/2018,Leicester City,Everton
2063,Daniel Amartey,18.0,gh GHA,"RB,CB",23-289,90,1,0,0,1,0,0,0,2,1,0,0,0,11,0,0,,10/06/2018,Leicester City,Everton
2064,Kasper Schmeichel,1.0,dk DEN,GK,31-335,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,10/06/2018,Leicester City,Everton
2065,Richarlison,30.0,br BRA,"FW,LW",21-149,90,0,0,0,0,3,0,4,2,0,0,0,0,7,3,1,75.0,10/06/2018,Everton,Leicester City
2066,Bernard,20.0,br BRA,"LW,CM",26-028,89,0,0,0,2,3,0,4,3,1,0,0,0,9,0,0,,10/06/2018,Everton,Leicester City
2067,Morgan Schneiderlin,18.0,fr FRA,CM,28-332,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,10/06/2018,Everton,Leicester City
2068,Theo Walcott,11.0,eng ENG,RW,29-204,89,0,0,0,0,1,0,0,3,0,0,0,0,3,0,1,0.0,10/06/2018,Everton,Leicester City
2069,Dominic Calvert-Lewin,29.0,eng ENG,RW,21-204,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,10/06/2018,Everton,Leicester City
2070,Gylfi SigurÃ°sson,10.0,is ISL,AM,29-028,90,0,0,0,2,1,0,4,1,1,0,0,0,6,0,0,,10/06/2018,Everton,Leicester City
2071,Idrissa Gana Gueye,17.0,sn SEN,"DM,CM",29-010,90,0,0,0,1,0,0,0,1,1,0,0,0,21,0,0,,10/06/2018,Everton,Leicester City
2072,Tom Davies,26.0,eng ENG,DM,20-098,70,1,0,0,1,1,0,0,1,1,0,0,0,14,2,0,100.0,10/06/2018,Everton,Leicester City
2073,Cenk Tosun,14.0,tr TUR,FW,27-121,20,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.0,10/06/2018,Everton,Leicester City
2074,Lucas Digne,12.0,fr FRA,LB,25-078,90,0,0,0,1,1,0,2,3,3,0,0,0,19,2,0,100.0,10/06/2018,Everton,Leicester City
2075,Kurt Zouma,5.0,fr FRA,CB,23-344,90,0,0,0,1,0,0,0,2,0,0,0,0,13,0,1,0.0,10/06/2018,Everton,Leicester City
2076,Michael Keane,4.0,eng ENG,CB,25-268,90,0,0,0,1,0,0,0,1,0,0,0,0,10,1,1,50.0,10/06/2018,Everton,Leicester City
2077,Jonjoe Kenny,43.0,eng ENG,RB,21-205,90,0,0,0,1,0,0,0,0,0,0,0,0,8,3,1,75.0,10/06/2018,Everton,Leicester City
2078,Jordan Pickford,1.0,eng ENG,GK,24-213,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,10/06/2018,Everton,Leicester City
2079,Harry Kane,10.0,eng ENG,FW,25-070,90,1,0,0,0,2,0,1,0,1,0,0,0,5,3,0,100.0,10/06/2018,Tottenham,Cardiff City
2080,Lucas Moura,27.0,br BRA,FW,26-054,90,0,0,0,0,2,0,0,0,2,0,0,0,3,1,1,50.0,10/06/2018,Tottenham,Cardiff City
