,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Past,Press,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Date,Team,Opponent
7116,Jan Vertonghen,5.0,be BEL,CB,30-286,90.0,2.0,1,2.0,0.0,0.0,0.0,3.0,0.0,3.0,10.0,4.0,40.0,10.0,0.0,0.0,2.0,1.0,0.0,1.0,1,,8.0,0.0,02/04/2018,Tottenham,Liverpool
7117,Davinson SÃ¡nchez,6.0,co COL,CB,21-237,71.0,6.0,4,4.0,1.0,1.0,2.0,2.0,100.0,0.0,11.0,8.0,72.7,8.0,3.0,0.0,2.0,0.0,0.0,2.0,2,,5.0,0.0,02/04/2018,Tottenham,Liverpool
7118,Ãrik Lamela,11.0,ar ARG,"AM,CB",25-337,19.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,25.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/04/2018,Tottenham,Liverpool
7119,Kieran Trippier,2.0,eng ENG,RB,27-138,90.0,4.0,3,2.0,2.0,0.0,2.0,2.0,100.0,0.0,12.0,6.0,50.0,5.0,3.0,4.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,02/04/2018,Tottenham,Liverpool
7120,Hugo Lloris,1.0,fr FRA,GK,31-040,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/04/2018,Tottenham,Liverpool
7121,Troy Deeney,9.0,eng ENG,FW,29-221,90.0,1.0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,17.0,4.0,23.5,1.0,9.0,7.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/05/2018,Watford,Chelsea
7122,Andre Gray,18.0,eng ENG,FW,26-224,,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/05/2018,Watford,Chelsea
7123,Richarlison,11.0,br BRA,LW,20-271,65.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,18.0,5.0,27.8,3.0,9.0,6.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,02/05/2018,Watford,Chelsea
7124,Roberto Pereyra,37.0,ar ARG,LW,27-029,25.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,02/05/2018,Watford,Chelsea
7125,Gerard Deulofeu,7.0,es ESP,RW,23-329,89.0,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,34.0,7.0,20.6,5.0,15.0,14.0,0.0,0.0,0.0,0.0,2,,0.0,0.0,02/05/2018,Watford,Chelsea
7126,AndrÃ© Carrillo,28.0,pe PER,RW,26-236,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,4.0,1.0,25.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/05/2018,Watford,Chelsea
7127,Abdoulaye DoucourÃ©,16.0,fr FRA,DM,25-035,90.0,4.0,2,1.0,2.0,1.0,2.0,4.0,50.0,2.0,28.0,8.0,28.6,6.0,17.0,5.0,4.0,1.0,0.0,3.0,0,,0.0,0.0,02/05/2018,Watford,Chelsea
7128,Ãtienne Capoue,29.0,fr FRA,DM,29-209,90.0,5.0,4,1.0,4.0,0.0,3.0,6.0,50.0,3.0,35.0,8.0,22.9,12.0,17.0,6.0,1.0,0.0,0.0,1.0,2,,0.0,0.0,02/05/2018,Watford,Chelsea
7129,Marvin Zeegelaar,22.0,nl NED,WB,27-177,90.0,3.0,1,1.0,0.0,2.0,0.0,1.0,0.0,1.0,19.0,4.0,21.1,10.0,6.0,3.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,02/05/2018,Watford,Chelsea
7130,Daryl Janmaat,2.0,nl NED,WB,28-198,90.0,2.0,0,0.0,2.0,0.0,2.0,2.0,100.0,0.0,19.0,4.0,21.1,6.0,12.0,1.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,02/05/2018,Watford,Chelsea
7131,JosÃ© Holebas,25.0,gr GRE,CB,33-223,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,3.0,75.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,,1.0,0.0,02/05/2018,Watford,Chelsea
7132,Sebastian PrÃ¶dl,5.0,at AUT,CB,30-229,90.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,3.0,33.3,3.0,6.0,0.0,0.0,0.0,0.0,0.0,1,,7.0,0.0,02/05/2018,Watford,Chelsea
7133,Adrian Mariappa,6.0,jm JAM,CB,31-125,90.0,4.0,4,3.0,1.0,0.0,2.0,2.0,100.0,0.0,9.0,3.0,33.3,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0,,1.0,0.0,02/05/2018,Watford,Chelsea
7134,Orestis Karnezis,30.0,gr GRE,GK,32-209,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/05/2018,Watford,Chelsea
7135,Eden Hazard,10.0,be BEL,"FW,AM",27-029,90.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,2.0,25.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/05/2018,Chelsea,Watford
7136,Pedro,11.0,es ESP,AM,30-192,64.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,10.0,5.0,50.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0,,1.0,0.0,02/05/2018,Chelsea,Watford
7137,Olivier Giroud,18.0,fr FRA,FW,31-128,26.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,1.0,20.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/05/2018,Chelsea,Watford
7138,Willian,22.0,br BRA,AM,29-180,34.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,1.0,33.3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/05/2018,Chelsea,Watford
7139,Cesc FÃ bregas,4.0,es ESP,"DM,AM",30-277,56.0,2.0,1,1.0,1.0,0.0,0.0,0.0,,0.0,21.0,6.0,28.6,8.0,10.0,3.0,0.0,0.0,0.0,0.0,0,,1.0,0.0,02/05/2018,Chelsea,Watford
7140,TiemouÃ© Bakayoko,14.0,fr FRA,"AM,DM,LM",23-172,29.0,2.0,2,1.0,1.0,0.0,0.0,0.0,,0.0,10.0,4.0,40.0,2.0,8.0,0.0,1.0,0.0,0.0,1.0,0,,2.0,0.0,02/05/2018,Chelsea,Watford
7141,N'Golo KantÃ©,7.0,fr FRA,DM,26-313,90.0,4.0,2,3.0,1.0,0.0,0.0,2.0,0.0,2.0,22.0,8.0,36.4,8.0,9.0,5.0,2.0,0.0,0.0,2.0,5,,1.0,0.0,02/05/2018,Chelsea,Watford
7142,Davide Zappacosta,21.0,it ITA,"WB,LB",25-239,90.0,1.0,1,1.0,0.0,0.0,0.0,2.0,0.0,2.0,22.0,6.0,27.3,11.0,7.0,4.0,2.0,0.0,0.0,2.0,0,,2.0,0.0,02/05/2018,Chelsea,Watford
7143,Victor Moses,15.0,ng NGA,"WB,RM",27-055,90.0,1.0,0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,15.0,2.0,13.3,3.0,10.0,2.0,3.0,0.0,0.0,3.0,0,,3.0,0.0,02/05/2018,Chelsea,Watford
7144,Gary Cahill,24.0,eng ENG,CB,32-048,90.0,1.0,1,1.0,0.0,0.0,1.0,3.0,33.3,2.0,9.0,4.0,44.4,4.0,4.0,1.0,7.0,4.0,0.0,3.0,1,,8.0,0.0,02/05/2018,Chelsea,Watford
7145,David Luiz,30.0,br BRA,CB,30-289,90.0,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,13.0,8.0,61.5,11.0,2.0,0.0,4.0,1.0,0.0,3.0,2,,4.0,0.0,02/05/2018,Chelsea,Watford
7146,CÃ©sar Azpilicueta,28.0,es ESP,"CB,RB",28-161,90.0,5.0,2,1.0,4.0,0.0,0.0,2.0,0.0,2.0,19.0,4.0,21.1,10.0,8.0,1.0,3.0,2.0,0.0,1.0,1,,3.0,0.0,02/05/2018,Chelsea,Watford
7147,Thibaut Courtois,13.0,be BEL,GK,25-270,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1.0,0.0,02/05/2018,Chelsea,Watford
7148,Harry Kane,10.0,eng ENG,FW,24-197,90.0,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,20.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0,,0.0,0.0,02/10/2018,Tottenham,Arsenal
7149,Son Heung-min,7.0,kr KOR,LW,25-217,70.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,2.0,50.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,02/10/2018,Tottenham,Arsenal
7150,Ãrik Lamela,11.0,ar ARG,LW,25-343,20.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,1.0,25.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,02/10/2018,Tottenham,Arsenal
7151,Christian Eriksen,23.0,dk DEN,RW,25-361,90.0,1.0,0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,15.0,3.0,20.0,1.0,6.0,8.0,3.0,1.0,0.0,2.0,0,,0.0,0.0,02/10/2018,Tottenham,Arsenal
7152,Dele Alli,20.0,eng ENG,AM,21-305,85.0,2.0,1,1.0,0.0,1.0,1.0,2.0,50.0,1.0,7.0,2.0,28.6,0.0,6.0,1.0,1.0,0.0,0.0,1.0,1,,1.0,0.0,02/10/2018,Tottenham,Arsenal
7153,Victor Wanyama,12.0,ke KEN,AM,26-230,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,Tottenham,Arsenal
7154,Eric Dier,15.0,eng ENG,CM,24-026,90.0,2.0,0,0.0,1.0,1.0,0.0,0.0,,0.0,13.0,3.0,23.1,4.0,6.0,3.0,2.0,1.0,0.0,1.0,0,,2.0,0.0,02/10/2018,Tottenham,Arsenal
7155,Mousa DembÃ©lÃ©,19.0,be BEL,DM,30-209,90.0,1.0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,13.0,1.0,7.7,5.0,6.0,2.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,02/10/2018,Tottenham,Arsenal
7156,Ben Davies,33.0,wal WAL,LB,24-292,90.0,1.0,1,0.0,1.0,0.0,1.0,2.0,50.0,1.0,6.0,2.0,33.3,4.0,1.0,1.0,1.0,0.0,0.0,1.0,1,,1.0,0.0,02/10/2018,Tottenham,Arsenal
7157,Jan Vertonghen,5.0,be BEL,CB,30-292,90.0,2.0,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,33.3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,,6.0,0.0,02/10/2018,Tottenham,Arsenal
7158,Davinson SÃ¡nchez,6.0,co COL,CB,21-243,90.0,2.0,1,2.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,0,,4.0,0.0,02/10/2018,Tottenham,Arsenal
7159,Kieran Trippier,2.0,eng ENG,RB,27-144,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,15.0,3.0,20.0,4.0,10.0,1.0,1.0,0.0,0.0,1.0,2,,2.0,0.0,02/10/2018,Tottenham,Arsenal
7160,Hugo Lloris,1.0,fr FRA,GK,31-046,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,Tottenham,Arsenal
7161,Pierre-Emerick Aubameyang,14.0,ga GAB,"FW,AM",28-237,90.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,43.0,5.0,11.6,7.0,18.0,18.0,0.0,0.0,0.0,0.0,1,,1.0,0.0,02/10/2018,Arsenal,Tottenham
7162,Henrikh Mkhitaryan,7.0,am ARM,AM,29-020,65.0,2.0,1,2.0,0.0,0.0,2.0,3.0,66.7,1.0,25.0,4.0,16.0,10.0,8.0,7.0,2.0,0.0,0.0,2.0,1,,0.0,0.0,02/10/2018,Arsenal,Tottenham
7163,Alexandre Lacazette,9.0,fr FRA,FW,26-258,25.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,2.0,25.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,Arsenal,Tottenham
7164,Mesut Ãzil,11.0,de GER,AM,29-118,90.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,32.0,8.0,25.0,15.0,13.0,4.0,2.0,1.0,0.0,1.0,1,,0.0,0.0,02/10/2018,Arsenal,Tottenham
7165,Granit Xhaka,29.0,ch SUI,CM,25-136,86.0,2.0,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,31.0,7.0,22.6,12.0,16.0,3.0,1.0,0.0,0.0,1.0,1,,4.0,0.0,02/10/2018,Arsenal,Tottenham
7166,Danny Welbeck,23.0,eng ENG,FW,27-076,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,2.0,50.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,Arsenal,Tottenham
7167,Mohamed Elneny,35.0,eg EGY,CM,25-214,65.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,14.0,3.0,21.4,9.0,4.0,1.0,2.0,0.0,0.0,2.0,0,,2.0,0.0,02/10/2018,Arsenal,Tottenham
7168,Alex Iwobi,17.0,ng NGA,"AM,CM",21-283,25.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,1.0,20.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,Arsenal,Tottenham
7169,Jack Wilshere,10.0,eng ENG,"CM,DM",26-040,90.0,1.0,1,0.0,1.0,0.0,1.0,5.0,20.0,4.0,24.0,3.0,12.5,9.0,10.0,5.0,1.0,0.0,0.0,1.0,1,,1.0,0.0,02/10/2018,Arsenal,Tottenham
7170,Nacho Monreal,18.0,es ESP,LB,31-349,90.0,3.0,1,1.0,2.0,0.0,3.0,4.0,75.0,1.0,11.0,1.0,9.1,8.0,3.0,0.0,1.0,0.0,0.0,1.0,0,,3.0,0.0,02/10/2018,Arsenal,Tottenham
7171,Laurent Koscielny,6.0,fr FRA,CB,32-153,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,3.0,50.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,0,,8.0,0.0,02/10/2018,Arsenal,Tottenham
7172,Shkodran Mustafi,20.0,de GER,CB,25-299,90.0,2.0,1,2.0,0.0,0.0,1.0,3.0,33.3,2.0,12.0,6.0,50.0,7.0,5.0,0.0,2.0,0.0,0.0,2.0,2,,9.0,1.0,02/10/2018,Arsenal,Tottenham
7173,HÃ©ctor BellerÃ­n,24.0,es ESP,RB,22-328,90.0,3.0,1,3.0,0.0,0.0,2.0,5.0,40.0,3.0,27.0,8.0,29.6,23.0,3.0,1.0,7.0,0.0,0.0,7.0,0,,3.0,0.0,02/10/2018,Arsenal,Tottenham
7174,Petr Äech,33.0,cz CZE,GK,35-266,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,Arsenal,Tottenham
7175,Gylfi SigurÃ°sson,18.0,is ISL,LW,28-155,90.0,1.0,1,0.0,0.0,1.0,1.0,1.0,100.0,0.0,24.0,7.0,29.2,12.0,9.0,3.0,2.0,0.0,0.0,2.0,1,,1.0,0.0,02/10/2018,Everton,Crystal Palace
7176,Oumar Niasse,19.0,sn SEN,FW,27-298,90.0,2.0,0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,15.0,1.0,6.7,1.0,6.0,8.0,1.0,0.0,0.0,1.0,0,,2.0,0.0,02/10/2018,Everton,Crystal Palace
7177,Theo Walcott,11.0,eng ENG,RW,28-331,90.0,2.0,2,1.0,1.0,0.0,2.0,5.0,40.0,3.0,19.0,5.0,26.3,10.0,6.0,3.0,1.0,0.0,0.0,1.0,0,,1.0,0.0,02/10/2018,Everton,Crystal Palace
7178,Wayne Rooney,10.0,eng ENG,CM,32-109,90.0,2.0,2,0.0,2.0,0.0,0.0,3.0,0.0,3.0,23.0,3.0,13.0,8.0,12.0,3.0,1.0,0.0,0.0,1.0,1,,2.0,0.0,02/10/2018,Everton,Crystal Palace
7179,Tom Davies,26.0,eng ENG,CM,19-225,90.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,16.0,6.0,37.5,4.0,4.0,8.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,02/10/2018,Everton,Crystal Palace
7180,Idrissa Gana Gueye,17.0,sn SEN,DM,28-137,80.0,4.0,2,1.0,3.0,0.0,0.0,1.0,0.0,1.0,19.0,6.0,31.6,6.0,13.0,0.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,02/10/2018,Everton,Crystal Palace
7181,Morgan Schneiderlin,2.0,fr FRA,DM,28-094,10.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,Everton,Crystal Palace
7182,Cuco Martina,15.0,cw CUW,LB,28-138,90.0,2.0,0,1.0,1.0,0.0,1.0,3.0,33.3,2.0,19.0,3.0,15.8,14.0,5.0,0.0,2.0,0.0,0.0,2.0,1,,2.0,0.0,02/10/2018,Everton,Crystal Palace
7183,Eliaquim Mangala,13.0,fr FRA,CB,26-362,45.0,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,4.0,1.0,25.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0,,1.0,0.0,02/10/2018,Everton,Crystal Palace
7184,Ashley Williams,5.0,wal WAL,CB,33-171,45.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,,4.0,0.0,02/10/2018,Everton,Crystal Palace
7185,Michael Keane,4.0,eng ENG,CB,25-030,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,1.0,33.3,3.0,0.0,0.0,5.0,3.0,0.0,2.0,1,,6.0,0.0,02/10/2018,Everton,Crystal Palace
7186,SÃ©amus Coleman,23.0,ie IRL,RB,29-122,45.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,Everton,Crystal Palace
7187,Jonjoe Kenny,43.0,eng ENG,RB,20-332,45.0,2.0,0,1.0,0.0,1.0,0.0,0.0,,0.0,11.0,3.0,27.3,8.0,2.0,1.0,4.0,2.0,0.0,2.0,0,,2.0,0.0,02/10/2018,Everton,Crystal Palace
7188,Jordan Pickford,1.0,eng ENG,GK,23-340,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,Everton,Crystal Palace
7189,Christian Benteke,17.0,be BEL,FW,27-069,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,10.0,3.0,30.0,0.0,4.0,6.0,1.0,0.0,0.0,1.0,0,,3.0,0.0,02/10/2018,Crystal Palace,Everton
7190,Alexander SÃ¸rloth,9.0,no NOR,"LW,RW",22-067,90.0,4.0,2,2.0,1.0,1.0,3.0,3.0,100.0,0.0,20.0,6.0,30.0,10.0,6.0,4.0,3.0,0.0,0.0,3.0,1,,1.0,0.0,02/10/2018,Crystal Palace,Everton
7191,Andros Townsend,10.0,eng ENG,"RW,LW",26-209,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,10.0,1.0,10.0,4.0,5.0,1.0,2.0,0.0,0.0,2.0,0,,0.0,0.0,02/10/2018,Crystal Palace,Everton
7192,James McArthur,18.0,sco SCO,CM,30-126,90.0,1.0,1,1.0,0.0,0.0,0.0,2.0,0.0,2.0,19.0,4.0,21.1,7.0,9.0,3.0,1.0,0.0,0.0,1.0,1,,1.0,0.0,02/10/2018,Crystal Palace,Everton
7193,Yohan Cabaye,7.0,fr FRA,CM,32-027,90.0,1.0,1,1.0,0.0,0.0,1.0,2.0,50.0,1.0,26.0,7.0,26.9,4.0,18.0,4.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,02/10/2018,Crystal Palace,Everton
7194,Luka MilivojeviÄ,4.0,rs SRB,DM,26-309,90.0,2.0,1,2.0,0.0,0.0,0.0,5.0,0.0,5.0,12.0,5.0,41.7,6.0,6.0,0.0,1.0,1.0,0.0,0.0,2,,3.0,0.0,02/10/2018,Crystal Palace,Everton
7195,Patrick van Aanholt,3.0,nl NED,LB,27-165,90.0,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1,,1.0,0.0,02/10/2018,Crystal Palace,Everton
7196,James Tomkins,5.0,eng ENG,CB,28-318,90.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,5.0,71.4,5.0,2.0,0.0,4.0,1.0,0.0,3.0,3,,4.0,0.0,02/10/2018,Crystal Palace,Everton
7197,Timothy Fosu-Mensah,24.0,nl NED,CB,20-039,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,4.0,80.0,4.0,0.0,1.0,2.0,2.0,0.0,0.0,1,,4.0,0.0,02/10/2018,Crystal Palace,Everton
7198,Joel Ward,2.0,eng ENG,RB,28-104,90.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,2.0,33.3,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0,,5.0,0.0,02/10/2018,Crystal Palace,Everton
7199,Wayne Hennessey,13.0,wal WAL,GK,31-017,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,Crystal Palace,Everton
7200,Marko ArnautoviÄ,7.0,at AUT,FW,28-297,84.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,12.0,4.0,33.3,0.0,5.0,7.0,3.0,0.0,0.0,3.0,0,,1.0,0.0,02/10/2018,West Ham,Watford
7201,Declan Rice,41.0,eng ENG,"CM,FW",19-027,6.0,1.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,4.0,1.0,25.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,West Ham,Watford
7202,Javier HernÃ¡ndez,17.0,mx MEX,FW,29-254,88.0,1.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,9.0,6.0,66.7,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,West Ham,Watford
7203,Jordan Hugill,12.0,eng ENG,FW,25-251,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,50.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,West Ham,Watford
7204,JoÃ£o MÃ¡rio,18.0,pt POR,FW,25-022,77.0,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,18.0,6.0,33.3,4.0,7.0,7.0,0.0,0.0,0.0,0.0,1,,1.0,0.0,02/10/2018,West Ham,Watford
7205,Sam Byram,22.0,eng ENG,"FW,RM",24-147,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,50.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,,2.0,0.0,02/10/2018,West Ham,Watford
7206,Michail Antonio,30.0,eng ENG,LM,27-319,90.0,4.0,3,4.0,0.0,0.0,4.0,6.0,66.7,2.0,14.0,3.0,21.4,6.0,6.0,2.0,4.0,0.0,0.0,4.0,1,,2.0,0.0,02/10/2018,West Ham,Watford
7207,Mark Noble,16.0,eng ENG,CM,30-278,90.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0,4.0,20.0,10.0,10.0,0.0,2.0,0.0,0.0,2.0,1,,1.0,0.0,02/10/2018,West Ham,Watford
7208,Cheikhou KouyatÃ©,8.0,sn SEN,"CM,FW",28-051,90.0,3.0,1,1.0,2.0,0.0,1.0,2.0,50.0,1.0,17.0,7.0,41.2,5.0,10.0,2.0,4.0,0.0,0.0,4.0,0,,1.0,0.0,02/10/2018,West Ham,Watford
7209,Pablo Zabaleta,5.0,ar ARG,"RM,RB",33-025,90.0,2.0,0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,3.0,27.3,8.0,1.0,2.0,3.0,0.0,0.0,3.0,2,,2.0,0.0,02/10/2018,West Ham,Watford
7210,Aaron Cresswell,3.0,eng ENG,"CB,LB",28-057,90.0,2.0,0,1.0,0.0,1.0,1.0,2.0,50.0,1.0,12.0,2.0,16.7,6.0,5.0,1.0,2.0,1.0,0.0,1.0,0,,5.0,0.0,02/10/2018,West Ham,Watford
7211,Angelo Ogbonna,21.0,it ITA,CB,29-263,90.0,1.0,0,0.0,1.0,0.0,0.0,0.0,,0.0,9.0,3.0,33.3,7.0,1.0,1.0,4.0,2.0,0.0,2.0,2,,2.0,0.0,02/10/2018,West Ham,Watford
7212,James Collins,19.0,wal WAL,CB,34-171,90.0,2.0,1,2.0,0.0,0.0,2.0,2.0,100.0,0.0,4.0,1.0,25.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0,,16.0,0.0,02/10/2018,West Ham,Watford
7213,AdriÃ¡n,13.0,es ESP,GK,31-038,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,West Ham,Watford
7214,Troy Deeney,9.0,eng ENG,FW,29-226,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,3.0,50.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0,,2.0,0.0,02/10/2018,Watford,West Ham
7215,Richarlison,11.0,br BRA,AM,20-276,82.0,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,10.0,2.0,20.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,Watford,West Ham
7216,Andre Gray,18.0,eng ENG,AM,26-229,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,Watford,West Ham
7217,Gerard Deulofeu,7.0,es ESP,AM,23-334,75.0,1.0,1,0.0,0.0,1.0,0.0,0.0,,0.0,13.0,5.0,38.5,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,02/10/2018,Watford,West Ham
