,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xA,KP,1/3,PPA,CrsPA,Prog,Date,Team,Opponent
103,Darren Fletcher,24.0,sco SCO,DM,33-192,90.0,31.0,47.0,66.0,655.0,226.0,12.0,12.0,100.0,13.0,17.0,76.5,5.0,12.0,41.7,0,0.0,0.0,11.0,1.0,0.0,6.0,08/12/2017,Stoke City,Everton
104,Joe Allen,4.0,wal WAL,DM,27-151,90.0,25.0,36.0,69.4,457.0,117.0,13.0,14.0,92.9,6.0,12.0,50.0,6.0,9.0,66.7,0,0.0,1.0,1.0,4.0,0.0,6.0,08/12/2017,Stoke City,Everton
105,Erik Pieters,3.0,nl NED,"WB,LB",29-005,90.0,25.0,38.0,65.8,464.0,264.0,9.0,13.0,69.2,13.0,16.0,81.3,2.0,7.0,28.6,0,0.0,1.0,3.0,2.0,1.0,2.0,08/12/2017,Stoke City,Everton
106,Mame Biram Diouf,18.0,sn SEN,"WB,RW",29-239,90.0,16.0,23.0,69.6,264.0,124.0,7.0,9.0,77.8,8.0,11.0,72.7,1.0,1.0,100.0,0,0.0,1.0,3.0,1.0,0.0,6.0,08/12/2017,Stoke City,Everton
107,Geoff Cameron,20.0,us USA,"CB,RB",32-032,90.0,24.0,44.0,54.5,600.0,338.0,8.0,10.0,80.0,7.0,13.0,53.8,9.0,20.0,45.0,0,0.0,0.0,2.0,0.0,0.0,1.0,08/12/2017,Stoke City,Everton
108,Ryan Shawcross,17.0,eng ENG,CB,29-312,90.0,11.0,17.0,64.7,222.0,119.0,4.0,4.0,100.0,5.0,8.0,62.5,2.0,4.0,50.0,0,0.0,0.0,2.0,1.0,0.0,2.0,08/12/2017,Stoke City,Everton
109,Kurt Zouma,6.0,fr FRA,CB,22-289,90.0,22.0,37.0,59.5,518.0,208.0,3.0,6.0,50.0,12.0,14.0,85.7,6.0,15.0,40.0,0,0.0,0.0,1.0,0.0,0.0,2.0,08/12/2017,Stoke City,Everton
110,Jack Butland,1.0,eng ENG,GK,24-155,90.0,15.0,25.0,60.0,718.0,538.0,1.0,1.0,100.0,4.0,5.0,80.0,10.0,19.0,52.6,0,0.0,0.0,2.0,0.0,0.0,0.0,08/12/2017,Stoke City,Everton
111,Manolo Gabbiadini,20.0,it ITA,FW,25-259,69.0,10.0,13.0,76.9,130.0,0.0,7.0,8.0,87.5,3.0,3.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,08/12/2017,Southampton,Swansea City
112,Charlie Austin,10.0,eng ENG,FW,28-038,21.0,6.0,6.0,100.0,130.0,15.0,1.0,1.0,100.0,2.0,2.0,100.0,2.0,2.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,08/12/2017,Southampton,Swansea City
113,Nathan Redmond,22.0,eng ENG,LW,23-159,90.0,38.0,44.0,86.4,668.0,185.0,17.0,19.0,89.5,19.0,22.0,86.4,2.0,3.0,66.7,0,0.5,5.0,0.0,7.0,3.0,4.0,08/12/2017,Southampton,Swansea City
114,James Ward-Prowse,16.0,eng ENG,RW,22-284,71.0,21.0,33.0,63.6,365.0,66.0,6.0,8.0,75.0,10.0,15.0,66.7,3.0,8.0,37.5,0,0.1,2.0,2.0,0.0,0.0,2.0,08/12/2017,Southampton,Swansea City
115,Sofiane Boufal,19.0,ma MAR,RW,23-329,19.0,14.0,19.0,73.7,219.0,62.0,6.0,7.0,85.7,4.0,5.0,80.0,2.0,4.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,08/12/2017,Southampton,Swansea City
116,DuÅ¡an TadiÄ,11.0,rs SRB,AM,28-265,90.0,28.0,45.0,62.2,565.0,130.0,13.0,20.0,65.0,10.0,15.0,66.7,5.0,7.0,71.4,0,0.1,2.0,1.0,5.0,3.0,3.0,08/12/2017,Southampton,Swansea City
117,Steven Davis,8.0,nir NIR,CM,32-223,90.0,63.0,68.0,92.6,1172.0,250.0,21.0,21.0,100.0,35.0,37.0,94.6,6.0,9.0,66.7,0,0.1,3.0,10.0,1.0,0.0,5.0,08/12/2017,Southampton,Swansea City
118,Oriol Romeu,14.0,es ESP,CM,25-322,90.0,68.0,78.0,87.2,1572.0,421.0,19.0,23.0,82.6,30.0,33.0,90.9,19.0,21.0,90.5,0,0.1,4.0,10.0,1.0,0.0,11.0,08/12/2017,Southampton,Swansea City
119,Ryan Bertrand,21.0,eng ENG,LB,28-007,86.0,60.0,72.0,83.3,915.0,340.0,33.0,37.0,89.2,20.0,21.0,95.2,5.0,9.0,55.6,0,0.5,4.0,3.0,2.0,1.0,4.0,08/12/2017,Southampton,Swansea City
120,Sam McQueen,38.0,eng ENG,LB,22-187,4.0,5.0,8.0,62.5,72.0,59.0,4.0,4.0,100.0,0.0,1.0,0.0,1.0,2.0,50.0,0,0.0,1.0,2.0,0.0,0.0,1.0,08/12/2017,Southampton,Swansea City
121,Maya Yoshida,3.0,jp JPN,CB,28-353,90.0,36.0,48.0,75.0,709.0,280.0,14.0,15.0,93.3,15.0,20.0,75.0,7.0,11.0,63.6,0,0.0,0.0,1.0,0.0,0.0,1.0,08/12/2017,Southampton,Swansea City
122,Jack Stephens,5.0,eng ENG,CB,23-197,90.0,31.0,37.0,83.8,686.0,180.0,11.0,11.0,100.0,12.0,14.0,85.7,7.0,10.0,70.0,0,0.0,0.0,3.0,0.0,0.0,2.0,08/12/2017,Southampton,Swansea City
123,CÃ©dric Soares,2.0,pt POR,RB,25-346,90.0,52.0,66.0,78.8,766.0,367.0,29.0,29.0,100.0,17.0,19.0,89.5,2.0,12.0,16.7,0,0.1,1.0,3.0,2.0,0.0,8.0,08/12/2017,Southampton,Swansea City
124,Fraser Forster,44.0,eng ENG,GK,29-148,90.0,5.0,12.0,41.7,79.0,38.0,2.0,2.0,100.0,3.0,3.0,100.0,0.0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,08/12/2017,Southampton,Swansea City
125,Tammy Abraham,10.0,eng ENG,FW,19-314,81.0,6.0,7.0,85.7,61.0,8.0,5.0,5.0,100.0,1.0,2.0,50.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,08/12/2017,Swansea City,Southampton
126,Kyle Bartley,27.0,eng ENG,"CB,FW",26-082,9.0,3.0,4.0,75.0,47.0,4.0,1.0,2.0,50.0,2.0,2.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,08/12/2017,Swansea City,Southampton
127,Jordan Ayew,18.0,gh GHA,FW,25-335,90.0,13.0,20.0,65.0,208.0,18.0,7.0,9.0,77.8,5.0,6.0,83.3,1.0,3.0,33.3,0,0.0,0.0,2.0,0.0,0.0,0.0,08/12/2017,Swansea City,Southampton
128,Wayne Routledge,15.0,eng ENG,"AM,FW",32-217,86.0,13.0,21.0,61.9,167.0,64.0,7.0,7.0,100.0,3.0,10.0,30.0,1.0,2.0,50.0,0,0.1,1.0,1.0,1.0,1.0,1.0,08/12/2017,Swansea City,Southampton
129,Oliver McBurnie,62.0,sco SCO,FW,21-069,4.0,1.0,4.0,25.0,14.0,13.0,1.0,4.0,25.0,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,08/12/2017,Swansea City,Southampton
130,Tom Carroll,14.0,eng ENG,LM,25-076,90.0,34.0,39.0,87.2,701.0,294.0,14.0,14.0,100.0,12.0,14.0,85.7,8.0,10.0,80.0,0,0.0,1.0,7.0,0.0,0.0,6.0,08/12/2017,Swansea City,Southampton
131,Leroy Fer,8.0,nl NED,"RM,CM",27-219,90.0,37.0,42.0,88.1,770.0,91.0,14.0,16.0,87.5,14.0,16.0,87.5,9.0,10.0,90.0,0,0.2,1.0,2.0,1.0,0.0,5.0,08/12/2017,Swansea City,Southampton
132,Leon Britton,7.0,eng ENG,DM,34-330,74.0,24.0,25.0,96.0,447.0,71.0,8.0,8.0,100.0,13.0,14.0,92.9,3.0,3.0,100.0,0,0.0,0.0,1.0,0.0,0.0,2.0,08/12/2017,Swansea City,Southampton
133,Jay Fulton,56.0,sco SCO,DM,23-133,16.0,3.0,3.0,100.0,63.0,0.0,1.0,1.0,100.0,1.0,1.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,08/12/2017,Swansea City,Southampton
134,Martin Olsson,16.0,se SWE,LB,29-087,90.0,25.0,45.0,55.6,446.0,97.0,11.0,17.0,64.7,12.0,18.0,66.7,2.0,9.0,22.2,0,0.0,0.0,0.0,0.0,0.0,1.0,08/12/2017,Swansea City,Southampton
135,Alfie Mawson,6.0,eng ENG,CB,23-205,90.0,34.0,41.0,82.9,926.0,221.0,7.0,9.0,77.8,14.0,14.0,100.0,13.0,17.0,76.5,0,0.0,0.0,2.0,0.0,0.0,0.0,08/12/2017,Swansea City,Southampton
136,Federico FernÃ¡ndez,33.0,ar ARG,"CB,RB",28-172,90.0,40.0,51.0,78.4,873.0,362.0,11.0,12.0,91.7,20.0,24.0,83.3,9.0,15.0,60.0,0,0.0,0.0,2.0,0.0,0.0,2.0,08/12/2017,Swansea City,Southampton
137,Kyle Naughton,26.0,eng ENG,"RB,RM",28-274,90.0,38.0,49.0,77.6,695.0,287.0,14.0,16.0,87.5,16.0,18.0,88.9,6.0,10.0,60.0,0,0.0,0.0,3.0,0.0,0.0,4.0,08/12/2017,Swansea City,Southampton
138,Åukasz FabiaÅski,1.0,pl POL,GK,32-116,90.0,21.0,32.0,65.6,829.0,500.0,0.0,0.0,,11.0,11.0,100.0,10.0,21.0,47.6,0,0.0,0.0,1.0,0.0,0.0,0.0,08/12/2017,Swansea City,Southampton
139,Michy Batshuayi,23.0,be BEL,FW,23-314,59.0,10.0,16.0,62.5,167.0,0.0,4.0,6.0,66.7,4.0,6.0,66.7,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,08/12/2017,Chelsea,Burnley
140,Ãlvaro Morata,9.0,es ESP,FW,24-293,31.0,5.0,5.0,100.0,47.0,25.0,4.0,4.0,100.0,1.0,1.0,100.0,0.0,0.0,,1,0.2,1.0,0.0,1.0,0.0,1.0,08/12/2017,Chelsea,Burnley
141,Jeremie Boga,38.0,ci CIV,AM,20-221,18.0,4.0,4.0,100.0,31.0,6.0,3.0,3.0,100.0,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,08/12/2017,Chelsea,Burnley
142,Andreas Christensen,27.0,dk DEN,AM,21-124,72.0,46.0,49.0,93.9,939.0,341.0,17.0,18.0,94.4,21.0,22.0,95.5,8.0,8.0,100.0,0,0.0,1.0,4.0,0.0,0.0,3.0,08/12/2017,Chelsea,Burnley
143,Charly Musonda Jr.,17.0,be BEL,AM,20-301,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,,08/12/2017,Chelsea,Burnley
144,Willian,22.0,br BRA,AM,29-003,90.0,40.0,58.0,69.0,765.0,140.0,19.0,25.0,76.0,12.0,14.0,85.7,7.0,15.0,46.7,1,0.3,3.0,0.0,2.0,1.0,3.0,08/12/2017,Chelsea,Burnley
145,Marcos Alonso,3.0,es ESP,LM,26-227,90.0,35.0,41.0,85.4,662.0,192.0,11.0,11.0,100.0,17.0,19.0,89.5,6.0,7.0,85.7,0,0.1,2.0,2.0,0.0,0.0,4.0,08/12/2017,Chelsea,Burnley
146,N'Golo KantÃ©,7.0,fr FRA,CM,26-136,90.0,54.0,61.0,88.5,886.0,141.0,20.0,22.0,90.9,23.0,26.0,88.5,5.0,6.0,83.3,0,0.1,1.0,4.0,1.0,0.0,3.0,08/12/2017,Chelsea,Burnley
147,Cesc FÃ bregas,4.0,es ESP,CM,30-100,80.0,73.0,91.0,80.2,1388.0,460.0,29.0,33.0,87.9,32.0,36.0,88.9,11.0,20.0,55.0,0,0.1,4.0,9.0,0.0,0.0,7.0,08/12/2017,Chelsea,Burnley
148,CÃ©sar Azpilicueta,28.0,es ESP,RM,27-349,90.0,52.0,67.0,77.6,918.0,231.0,27.0,30.0,90.0,20.0,29.0,69.0,5.0,8.0,62.5,0,0.0,1.0,6.0,0.0,0.0,5.0,08/12/2017,Chelsea,Burnley
149,Gary Cahill,24.0,eng ENG,CB,31-236,13.0,12.0,13.0,92.3,254.0,51.0,6.0,6.0,100.0,3.0,4.0,75.0,3.0,3.0,100.0,0,0.0,0.0,1.0,0.0,0.0,1.0,08/12/2017,Chelsea,Burnley
150,David Luiz,30.0,br BRA,CB,30-112,90.0,43.0,52.0,82.7,924.0,307.0,13.0,15.0,86.7,19.0,20.0,95.0,10.0,15.0,66.7,0,0.0,0.0,5.0,0.0,0.0,2.0,08/12/2017,Chelsea,Burnley
151,Antonio RÃ¼diger,2.0,de GER,CB,24-162,90.0,62.0,73.0,84.9,1467.0,410.0,17.0,18.0,94.4,24.0,28.0,85.7,19.0,24.0,79.2,0,0.0,0.0,6.0,0.0,0.0,8.0,08/12/2017,Chelsea,Burnley
152,Thibaut Courtois,13.0,be BEL,GK,25-093,90.0,19.0,31.0,61.3,460.0,218.0,2.0,2.0,100.0,12.0,12.0,100.0,4.0,16.0,25.0,0,0.0,0.0,1.0,0.0,0.0,0.0,08/12/2017,Chelsea,Burnley
153,Sam Vokes,9.0,wal WAL,FW,27-295,90.0,6.0,14.0,42.9,77.0,3.0,4.0,9.0,44.4,2.0,4.0,50.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,08/12/2017,Burnley,Chelsea
154,Jeff Hendrick,13.0,ie IRL,"FW,CM",25-193,90.0,27.0,30.0,90.0,473.0,65.0,12.0,13.0,92.3,14.0,14.0,100.0,1.0,2.0,50.0,0,0.0,1.0,2.0,2.0,0.0,4.0,08/12/2017,Burnley,Chelsea
155,Robbie Brady,12.0,ie IRL,"LM,RM",25-210,90.0,17.0,29.0,58.6,485.0,173.0,4.0,6.0,66.7,4.0,9.0,44.4,8.0,12.0,66.7,0,0.2,3.0,0.0,1.0,1.0,1.0,08/12/2017,Burnley,Chelsea
156,Jack Cork,4.0,eng ENG,CM,28-048,90.0,34.0,41.0,82.9,755.0,225.0,9.0,13.0,69.2,19.0,20.0,95.0,6.0,6.0,100.0,1,0.0,1.0,4.0,1.0,0.0,8.0,08/12/2017,Burnley,Chelsea
157,Steven Defour,16.0,be BEL,CM,29-119,75.0,32.0,38.0,84.2,887.0,207.0,5.0,7.0,71.4,15.0,18.0,83.3,12.0,13.0,92.3,1,0.2,1.0,2.0,1.0,1.0,1.0,08/12/2017,Burnley,Chelsea
158,Jonathan Walters,19.0,ie IRL,"FW,CM",33-326,15.0,1.0,4.0,25.0,25.0,1.0,0.0,2.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,08/12/2017,Burnley,Chelsea
159,JÃ³hann Berg GuÃ°mundsson,17.0,is ISL,RM,26-289,75.0,7.0,12.0,58.3,148.0,64.0,2.0,5.0,40.0,3.0,3.0,100.0,2.0,4.0,50.0,0,0.1,1.0,0.0,1.0,1.0,0.0,08/12/2017,Burnley,Chelsea
160,Scott Arfield,37.0,ca CAN,LM,28-284,15.0,1.0,4.0,25.0,15.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,08/12/2017,Burnley,Chelsea
161,Stephen Ward,23.0,ie IRL,LB,31-357,90.0,33.0,43.0,76.7,687.0,221.0,13.0,14.0,92.9,12.0,15.0,80.0,8.0,13.0,61.5,0,0.0,0.0,3.0,0.0,0.0,4.0,08/12/2017,Burnley,Chelsea
162,Ben Mee,6.0,eng ENG,CB,27-323,90.0,26.0,32.0,81.3,533.0,215.0,6.0,7.0,85.7,16.0,18.0,88.9,3.0,5.0,60.0,0,0.0,0.0,3.0,0.0,0.0,2.0,08/12/2017,Burnley,Chelsea
163,James Tarkowski,5.0,eng ENG,CB,24-266,90.0,23.0,39.0,59.0,492.0,114.0,5.0,9.0,55.6,15.0,21.0,71.4,3.0,9.0,33.3,0,0.0,0.0,0.0,0.0,0.0,0.0,08/12/2017,Burnley,Chelsea
164,Matthew Lowton,2.0,eng ENG,RB,28-064,90.0,31.0,34.0,91.2,795.0,250.0,7.0,7.0,100.0,16.0,18.0,88.9,8.0,9.0,88.9,1,0.1,1.0,2.0,1.0,1.0,3.0,08/12/2017,Burnley,Chelsea
165,Tom Heaton,1.0,eng ENG,GK,31-119,90.0,10.0,24.0,41.7,514.0,397.0,1.0,1.0,100.0,1.0,1.0,100.0,8.0,22.0,36.4,0,0.0,0.0,2.0,0.0,0.0,0.0,08/12/2017,Burnley,Chelsea
166,Christian Benteke,17.0,be BEL,FW,26-252,90.0,13.0,21.0,61.9,250.0,80.0,5.0,9.0,55.6,7.0,10.0,70.0,1.0,1.0,100.0,0,0.0,0.0,3.0,0.0,0.0,3.0,08/12/2017,Crystal Palace,Huddersfield
167,Wilfried Zaha,11.0,ci CIV,LW,24-275,90.0,14.0,24.0,58.3,200.0,32.0,6.0,10.0,60.0,7.0,10.0,70.0,0.0,2.0,0.0,0,0.0,1.0,0.0,1.0,0.0,1.0,08/12/2017,Crystal Palace,Huddersfield
168,Ruben Loftus-Cheek,8.0,eng ENG,"RW,CM",21-201,90.0,33.0,36.0,91.7,681.0,267.0,12.0,13.0,92.3,14.0,15.0,93.3,5.0,6.0,83.3,0,0.0,0.0,5.0,1.0,0.0,6.0,08/12/2017,Crystal Palace,Huddersfield
169,Jason Puncheon,42.0,eng ENG,CM,31-047,90.0,38.0,46.0,82.6,800.0,265.0,13.0,13.0,100.0,19.0,22.0,86.4,6.0,11.0,54.5,0,0.0,0.0,5.0,2.0,0.0,7.0,08/12/2017,Crystal Palace,Huddersfield
170,Luka MilivojeviÄ,4.0,rs SRB,CM,26-127,45.0,20.0,28.0,71.4,407.0,94.0,7.0,9.0,77.8,11.0,13.0,84.6,2.0,4.0,50.0,0,0.0,0.0,2.0,0.0,0.0,3.0,08/12/2017,Crystal Palace,Huddersfield
171,Andros Townsend,10.0,eng ENG,RW,26-027,45.0,8.0,17.0,47.1,126.0,28.0,4.0,5.0,80.0,2.0,4.0,50.0,1.0,4.0,25.0,0,0.1,1.0,1.0,0.0,0.0,0.0,08/12/2017,Crystal Palace,Huddersfield
172,Patrick van Aanholt,3.0,nl NED,WB,26-348,90.0,39.0,55.0,70.9,709.0,340.0,19.0,21.0,90.5,14.0,18.0,77.8,5.0,11.0,45.5,0,0.2,4.0,4.0,1.0,0.0,5.0,08/12/2017,Crystal Palace,Huddersfield
173,Joel Ward,2.0,eng ENG,WB,27-287,90.0,25.0,38.0,65.8,433.0,223.0,11.0,13.0,84.6,10.0,13.0,76.9,3.0,8.0,37.5,0,0.0,0.0,1.0,1.0,1.0,3.0,08/12/2017,Crystal Palace,Huddersfield
174,JaÃ¯ro Riedewald,44.0,nl NED,CB,20-337,90.0,41.0,54.0,75.9,1078.0,550.0,8.0,12.0,66.7,17.0,21.0,81.0,15.0,20.0,75.0,0,0.0,0.0,7.0,2.0,0.0,7.0,08/12/2017,Crystal Palace,Huddersfield
175,Scott Dann,6.0,eng ENG,CB,30-179,90.0,38.0,47.0,80.9,796.0,257.0,10.0,10.0,100.0,21.0,25.0,84.0,6.0,9.0,66.7,0,0.0,0.0,1.0,0.0,0.0,2.0,08/12/2017,Crystal Palace,Huddersfield
176,Timothy Fosu-Mensah,24.0,nl NED,CB,19-222,78.0,30.0,43.0,69.8,598.0,194.0,12.0,15.0,80.0,14.0,17.0,82.4,4.0,10.0,40.0,0,0.0,0.0,3.0,0.0,0.0,2.0,08/12/2017,Crystal Palace,Huddersfield
177,James Tomkins,5.0,eng ENG,CB,28-136,12.0,10.0,10.0,100.0,152.0,73.0,5.0,5.0,100.0,5.0,5.0,100.0,0.0,0.0,,0,0.0,0.0,1.0,0.0,0.0,0.0,08/12/2017,Crystal Palace,Huddersfield
178,Wayne Hennessey,13.0,wal WAL,GK,30-200,90.0,17.0,26.0,65.4,479.0,339.0,4.0,4.0,100.0,9.0,9.0,100.0,4.0,13.0,30.8,0,0.0,0.0,1.0,0.0,0.0,0.0,08/12/2017,Crystal Palace,Huddersfield
179,Steve MouniÃ©,24.0,bj BEN,FW,22-317,86.0,14.0,26.0,53.8,189.0,21.0,8.0,14.0,57.1,4.0,9.0,44.4,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,08/12/2017,Huddersfield,Crystal Palace
180,Rajiv van La Parra,17.0,nl NED,FW,26-069,4.0,1.0,3.0,33.3,5.0,0.0,1.0,2.0,50.0,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,08/12/2017,Huddersfield,Crystal Palace
181,Tom Ince,22.0,eng ENG,"LW,AM",25-194,90.0,9.0,18.0,50.0,170.0,15.0,4.0,6.0,66.7,3.0,4.0,75.0,2.0,5.0,40.0,0,0.0,0.0,0.0,0.0,0.0,1.0,08/12/2017,Huddersfield,Crystal Palace
182,Elias Kachunga,9.0,cd COD,"RW,LW",25-112,90.0,8.0,10.0,80.0,132.0,36.0,4.0,4.0,100.0,3.0,3.0,100.0,1.0,1.0,100.0,0,0.0,0.0,1.0,0.0,0.0,1.0,08/12/2017,Huddersfield,Crystal Palace
183,Kasey Palmer,45.0,eng ENG,AM,20-276,72.0,12.0,17.0,70.6,155.0,65.0,9.0,12.0,75.0,3.0,3.0,100.0,0.0,1.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,08/12/2017,Huddersfield,Crystal Palace
184,Collin Quaner,23.0,de GER,RW,26-055,18.0,4.0,6.0,66.7,64.0,27.0,2.0,3.0,66.7,2.0,2.0,100.0,0.0,1.0,0.0,1,0.1,1.0,0.0,0.0,0.0,0.0,08/12/2017,Huddersfield,Crystal Palace
185,Philip Billing,8.0,dk DEN,CM,21-062,90.0,39.0,51.0,76.5,750.0,124.0,16.0,18.0,88.9,10.0,13.0,76.9,11.0,16.0,68.8,0,0.0,0.0,2.0,1.0,0.0,3.0,08/12/2017,Huddersfield,Crystal Palace
186,Aaron Mooy,10.0,au AUS,CM,26-331,90.0,45.0,64.0,70.3,733.0,286.0,23.0,25.0,92.0,13.0,16.0,81.3,5.0,14.0,35.7,1,0.5,3.0,1.0,1.0,1.0,1.0,08/12/2017,Huddersfield,Crystal Palace
187,Chris LÃ¶we,15.0,de GER,LB,28-118,90.0,28.0,40.0,70.0,487.0,243.0,14.0,14.0,100.0,12.0,15.0,80.0,2.0,9.0,22.2,0,0.0,0.0,1.0,0.0,0.0,1.0,08/12/2017,Huddersfield,Crystal Palace
188,Christopher Schindler,26.0,de GER,CB,27-105,90.0,11.0,15.0,73.3,271.0,142.0,3.0,3.0,100.0,5.0,5.0,100.0,3.0,6.0,50.0,0,0.8,1.0,1.0,0.0,0.0,1.0,08/12/2017,Huddersfield,Crystal Palace
189,Mathias JÃ¸rgensen,25.0,dk DEN,CB,27-111,90.0,20.0,35.0,57.1,362.0,188.0,6.0,10.0,60.0,10.0,17.0,58.8,2.0,5.0,40.0,0,0.0,0.0,3.0,0.0,0.0,3.0,08/12/2017,Huddersfield,Crystal Palace
190,Tommy Smith,2.0,eng ENG,RB,25-120,57.0,15.0,29.0,51.7,339.0,230.0,5.0,9.0,55.6,6.0,12.0,50.0,4.0,7.0,57.1,0,0.0,1.0,0.0,0.0,0.0,2.0,08/12/2017,Huddersfield,Crystal Palace
191,Danny Williams,19.0,us USA,RB,28-157,33.0,7.0,10.0,70.0,119.0,40.0,1.0,1.0,100.0,5.0,7.0,71.4,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,1.0,08/12/2017,Huddersfield,Crystal Palace
192,Jonas LÃ¶ssl,1.0,dk DEN,GK,28-192,90.0,11.0,19.0,57.9,644.0,523.0,0.0,0.0,,2.0,2.0,100.0,9.0,17.0,52.9,0,0.0,0.0,1.0,0.0,0.0,0.0,08/12/2017,Huddersfield,Crystal Palace
193,Tomer Hemed,10.0,il ISR,FW,30-102,60.0,6.0,17.0,35.3,93.0,15.0,2.0,8.0,25.0,3.0,7.0,42.9,0.0,0.0,,0,0.0,0.0,1.0,0.0,0.0,0.0,08/12/2017,Brighton,Manchester City
194,Glenn Murray,17.0,eng ENG,FW,33-321,30.0,4.0,4.0,100.0,80.0,0.0,1.0,1.0,100.0,3.0,3.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,08/12/2017,Brighton,Manchester City
195,Pascal GroÃ,13.0,de GER,FW,26-058,90.0,14.0,31.0,45.2,217.0,69.0,8.0,11.0,72.7,3.0,6.0,50.0,2.0,10.0,20.0,0,0.0,1.0,3.0,0.0,0.0,3.0,08/12/2017,Brighton,Manchester City
196,Dale Stephens,6.0,eng ENG,AM,28-061,90.0,13.0,21.0,61.9,266.0,133.0,4.0,6.0,66.7,6.0,7.0,85.7,2.0,6.0,33.3,0,0.0,0.0,3.0,1.0,0.0,3.0,08/12/2017,Brighton,Manchester City
197,Solly March,20.0,eng ENG,AM,23-023,75.0,13.0,17.0,76.5,242.0,109.0,6.0,6.0,100.0,6.0,6.0,100.0,1.0,3.0,33.3,0,0.0,0.0,0.0,0.0,0.0,0.0,08/12/2017,Brighton,Manchester City
198,Anthony Knockaert,11.0,fr FRA,AM,25-265,15.0,2.0,6.0,33.3,15.0,0.0,2.0,3.0,66.7,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,08/12/2017,Brighton,Manchester City
199,Izzy Brown,37.0,eng ENG,CM,20-217,24.0,7.0,8.0,87.5,69.0,46.0,6.0,6.0,100.0,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,08/12/2017,Brighton,Manchester City
200,Jamie Murphy,15.0,sco SCO,CM,27-349,66.0,7.0,8.0,87.5,124.0,11.0,3.0,3.0,100.0,4.0,5.0,80.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,1.0,08/12/2017,Brighton,Manchester City
201,Davy PrÃ¶pper,24.0,nl NED,CM,25-344,90.0,10.0,18.0,55.6,174.0,81.0,4.0,6.0,66.7,3.0,6.0,50.0,2.0,5.0,40.0,0,0.0,0.0,1.0,0.0,0.0,1.0,08/12/2017,Brighton,Manchester City
202,Markus Suttner,29.0,at AUT,LB,30-118,90.0,17.0,28.0,60.7,266.0,154.0,9.0,11.0,81.8,7.0,11.0,63.6,1.0,4.0,25.0,0,0.2,1.0,1.0,1.0,1.0,1.0,08/12/2017,Brighton,Manchester City
203,Shane Duffy,22.0,ie IRL,CB,25-223,90.0,7.0,12.0,58.3,164.0,7.0,1.0,2.0,50.0,4.0,4.0,100.0,2.0,6.0,33.3,0,0.0,0.0,0.0,0.0,0.0,0.0,08/12/2017,Brighton,Manchester City
204,Lewis Dunk,5.0,eng ENG,CB,25-264,90.0,8.0,13.0,61.5,291.0,131.0,2.0,2.0,100.0,3.0,5.0,60.0,3.0,5.0,60.0,0,0.0,1.0,2.0,1.0,0.0,0.0,08/12/2017,Brighton,Manchester City
205,Bruno,2.0,es ESP,RB,36-315,90.0,20.0,33.0,60.6,408.0,184.0,8.0,10.0,80.0,10.0,14.0,71.4,2.0,8.0,25.0,0,0.0,0.0,0.0,0.0,0.0,1.0,08/12/2017,Brighton,Manchester City
206,Mathew Ryan,1.0,au AUS,GK,25-126,90.0,10.0,25.0,40.0,554.0,354.0,0.0,0.0,,0.0,0.0,,10.0,25.0,40.0,0,0.0,0.0,1.0,0.0,0.0,0.0,08/12/2017,Brighton,Manchester City
